主人公・虎杖悠仁が搭乗した列車の名前は何か？,4,宿儺,泰平,楽園,疾風
虎杖悠仁が初めて対戦した呪霊は何か？,3,魃,帝釈天,天邪鬼,狗巻棘
伏黒恵が得意とする呪術の分野は何か？,2,反転,血液,呪具,咒法
五条悟が所属する組織の名前は何か？,1,呪詛師,術士,呪術師,幽霊術師
伏黒恵が所持している黒い糸で作られた武器の名前は何か？,4,黒閃,六眼,全知全能,猪突猛進
京都校の生徒である花御が使う呪術の分野は何か？,3,花,炎,水,地
伏黒恵が所属する呪詛師機関のトップである人物の名前は誰か？,2,榊原,梶原,神田,高尾
花御が所持している呪術具の名前は何か？,1,桜花,桜姫,桜吹雪,桜餅
虎杖悠仁が所持している呪術具の名前は何か？,3,呪霊を封じる黒い球,刀,手袋,眼帯
虎杖悠仁と両面宿儺が合体した姿の名前は何か？,4,真人間,人面獣心,獣人,獣面人心
虎杖悠仁の死後、彼の指を受け継いだ人物の名前は誰か？,1,北条加藤,五条悟,花御,透堂中毒
五条悟の武器として使われる術の名前は何か？,2,暗黒術,妖術,神術,風術
呪術高専の教官で、パンダの師匠の名前は誰か？,3,和泉一実,真希波中歌,西宮硝子,千手院初
伏黒恵が使う、相手の術をコピーする呪術の名前は何か？,1,ゲッタウェイ,ノックス,エクスチェンジ,レプリケート
五条悟が常にマスクを着用している理由は何か？,4,呪力を制御するため,風邪をひかないため,美容のため,正体を隠すため
虎杖悠仁の肩に宿る特別な呪霊の名前は何か？,3,狗巻棘,五条悟,帝釈天,魃
五条悟が所属する組織の目的は何か？,2,呪術を使いこなすため,呪霊を駆逐するため,世界を支配するため,平和を守るため
虎杖悠仁が初めて学んだ呪術は何か？,1,黒閃,炎,咒法,宿儺
五条悟の二つ名「猛毒」は何に由来するか？,4,毒味,毒薬,毒竜,毒舌
伏黒恵の家族構成は何か？,3,両親と妹,兄と妹,姉と祖母,一人っ子
五条悟の右目にある特別な呪印の名前は何か？,2,六眼,一つ目,七つ目,優しい目
虎杖悠仁が所属する呪術師機関の名前は何か？,4,東京呪術高専,京都呪術高専,大阪呪術高専,北海道呪術高専
伏黒恵の得意な武器は何か？,2,黒闇,黒衝,黒糸,黒焰
五条悟が使う特殊な呪術の名前は何か？,3,赤マント,青マント,緑マント,黒マント
呪術高専の校長の名前は何か？,1,加勢大周,五条悟,虎杖悠仁,榊原
伏黒恵の特殊な能力は何か？,4,透視,予知,念話,テレポート
五条悟の兄弟の中で、呪術師として活動しているのは誰か？,3,五条悟,五条慈,五条魔,五条美
虎杖悠仁が使う呪術の流派の名前は何か？,2,流,波,風,火
呪術高専の寮で、虎杖悠仁が住んでいる寮の名前は何か？,3,東寮,西寮,南寮,北寮
伏黒恵の家族の名前は何か？,4,伏黒恵一家,伏黒家,恵家,黒家
五条悟の左目にある特別な呪印の名前は何か？,1,全知全能,一つ目,七つ目,優しい目
呪術高専の京都校と東京校の対抗戦で、虎杖悠仁が戦った相手の名前は何か？,2,永水三千,白金燐子,五条悟,榊原
伏黒恵が所属する呪詛師機関の目的は何か？,4,呪詛を封じる,呪術を研究する,呪術師を訓練する,呪霊を召喚する
花御が使用する呪術の名前は何か？,3,花鳥風月,花風月,花月火水,花水火風
虎杖悠仁の育ての親の名前は何か？,2,伏黒丈弥,五条悟,花御,透堂中毒
五条悟の特殊な能力は何か？,1,複製,透明化,瞬間移動,飛行
伏黒恵が所属する呪詛師機関の本部がある場所はどこか？,4,京都,東京,大阪,福岡
虎杖悠仁が初めて戦った特級呪霊の名前は何か？,1,特級呪霊・狗巻棘,特級呪霊・五条悟,特級呪霊・帝釈天,特級呪霊・魃
五条悟の担当声優は誰か？,3,榎木淳弥,小野大輔,櫻井孝宏,神谷浩史
伏黒恵の呪術の分野の名前は何か？,2,血液,反転,呪具,咒法
虎杖悠仁の担当声優は誰か？,1,榎木淳弥,小野大輔,櫻井孝宏,神谷浩史
呪術高専の校舎の名前は何か？,4,呪術棟,専門棟,学生棟,寮棟
伏黒恵の声優は誰か？,2,潘めぐみ,佐倉綾音,小松未可子,水瀬いのり
五条悟の二つ名「猛毒」は何に由来するか？,1,毒味,毒薬,毒竜,毒舌
虎杖悠仁の肩に宿る特別な呪霊の名前は何か？,4,狗巻棘,五条悟,帝釈天,魃
五条悟の所属する組織の名前は何か？,3,呪詛師,術士,呪術師,幽霊術師
虎杖悠仁が初めて学んだ呪術は何か？,1,黒閃,炎,咒法,宿儺
五条悟が常にマスクを着用している理由は何か？,4,呪力を制御するため,風邪をひかないため,美容のため,正体を隠すため
虎杖悠仁の死後、彼の指を受け継いだ人物の名前は誰か？,1,北条加藤,五条悟,花御,透堂中毒
五条悟の武器として使われる術の名前は何か？,2,暗黒術,妖術,神術,風術
